Neuron_1,Neuron_2,Neuron_3,Neuron_4,
0.12,0.26,0.28,0.14,
0.12,0.26,0.29,0.14,
0.12,0.26,0.29,0.14,
0.12,0.26,0.29,0.14,
0.12,0.26,0.29,0.14,
0.11,0.26,0.29,0.15,
0.11,0.26,0.29,0.15,
0.11,0.25,0.29,0.15,
0.11,0.25,0.29,0.15,
0.11,0.25,0.29,0.15,
0.11,0.25,0.30,0.15,
0.11,0.25,0.30,0.15,
0.10,0.25,0.30,0.15,
0.10,0.25,0.30,0.15,
0.10,0.24,0.30,0.16,
0.10,0.24,0.30,0.16,
0.10,0.24,0.30,0.16,
0.10,0.24,0.30,0.16,
0.10,0.24,0.30,0.16,
0.10,0.24,0.30,0.16,
0.09,0.24,0.31,0.16,
0.09,0.23,0.31,0.16,
0.09,0.23,0.31,0.17,
0.09,0.23,0.31,0.17,
0.09,0.23,0.31,0.17,
0.09,0.23,0.31,0.17,
0.09,0.23,0.31,0.17,
0.09,0.22,0.31,0.17,
0.09,0.22,0.31,0.18,
0.08,0.22,0.31,0.18,
0.08,0.22,0.31,0.18,
0.08,0.22,0.31,0.18,
0.08,0.21,0.31,0.18,
0.08,0.21,0.32,0.18,
0.08,0.21,0.32,0.18,
0.08,0.21,0.32,0.19,
0.08,0.21,0.32,0.19,
0.08,0.20,0.32,0.19,
0.08,0.20,0.32,0.19,
0.08,0.20,0.32,0.19,
0.08,0.20,0.32,0.20,
0.08,0.20,0.32,0.20,
0.07,0.19,0.32,0.20,
0.07,0.19,0.32,0.20,
0.07,0.19,0.32,0.20,
0.07,0.19,0.32,0.20,
0.07,0.19,0.32,0.21,
0.07,0.18,0.32,0.21,
0.07,0.18,0.32,0.21,
0.07,0.18,0.32,0.21,
0.07,0.18,0.32,0.21,
0.07,0.18,0.32,0.22,
0.07,0.17,0.32,0.22,
0.07,0.17,0.32,0.22,
0.07,0.17,0.32,0.22,
0.07,0.17,0.32,0.22,
0.07,0.16,0.32,0.23,
0.07,0.16,0.32,0.23,
0.07,0.16,0.32,0.23,
0.07,0.16,0.32,0.23,
0.07,0.16,0.32,0.23,
0.07,0.15,0.32,0.24,
0.07,0.15,0.32,0.24,
0.07,0.15,0.32,0.24,
0.07,0.15,0.32,0.24,
0.07,0.14,0.32,0.24,
0.07,0.14,0.32,0.25,
0.07,0.14,0.32,0.25,
0.07,0.14,0.32,0.25,
0.07,0.13,0.32,0.25,
0.07,0.13,0.32,0.25,
0.07,0.13,0.32,0.26,
0.07,0.13,0.32,0.26,
0.07,0.13,0.32,0.26,
0.07,0.12,0.31,0.26,
0.07,0.12,0.31,0.27,
0.07,0.12,0.31,0.27,
0.07,0.12,0.31,0.27,
0.08,0.11,0.31,0.27,
0.08,0.11,0.31,0.27,
0.08,0.11,0.31,0.28,
0.08,0.11,0.31,0.28,
0.08,0.10,0.31,0.28,
0.08,0.10,0.31,0.28,
0.08,0.10,0.31,0.28,
0.08,0.10,0.30,0.29,
0.08,0.10,0.30,0.29,
0.08,0.09,0.30,0.29,
0.08,0.09,0.30,0.29,
0.08,0.09,0.30,0.29,
0.09,0.09,0.30,0.30,
0.09,0.08,0.30,0.30,
0.09,0.08,0.30,0.30,
0.09,0.08,0.29,0.30,
0.09,0.08,0.29,0.30,
0.09,0.08,0.29,0.31,
0.09,0.07,0.29,0.31,
0.09,0.07,0.29,0.31,
0.10,0.07,0.29,0.31,
0.10,0.07,0.28,0.31,
0.10,0.07,0.28,0.32,
0.10,0.06,0.28,0.32,
0.10,0.06,0.28,0.32,
0.10,0.06,0.28,0.32,
0.11,0.06,0.28,0.32,
0.11,0.06,0.27,0.32,
0.11,0.05,0.27,0.33,
0.11,0.05,0.27,0.33,
0.11,0.05,0.27,0.33,
0.11,0.05,0.27,0.33,
0.12,0.05,0.26,0.33,
0.12,0.04,0.26,0.33,
0.12,0.04,0.26,0.34,
0.12,0.04,0.26,0.34,
0.12,0.04,0.25,0.34,
0.13,0.04,0.25,0.34,
0.13,0.04,0.25,0.34,
0.13,0.03,0.25,0.34,
0.13,0.03,0.25,0.35,
0.14,0.03,0.24,0.35,
0.14,0.03,0.24,0.35,
0.14,0.03,0.24,0.35,
0.14,0.03,0.24,0.35,
0.14,0.03,0.23,0.35,
0.15,0.02,0.23,0.35,
0.15,0.02,0.23,0.35,
0.15,0.02,0.23,0.36,
0.15,0.02,0.22,0.36,
0.16,0.02,0.22,0.36,
0.16,0.02,0.22,0.36,
0.16,0.02,0.21,0.36,
0.16,0.01,0.21,0.36,
0.17,0.01,0.21,0.36,
0.17,0.01,0.21,0.36,
0.17,0.01,0.20,0.36,
0.17,0.01,0.20,0.36,
0.18,0.01,0.20,0.36,
0.18,0.01,0.19,0.37,
0.18,0.01,0.19,0.37,
0.19,0.01,0.19,0.37,
0.19,0.01,0.19,0.37,
0.19,0.01,0.18,0.37,
0.19,0.00,0.18,0.37,
0.20,0.00,0.18,0.37,
0.20,0.00,0.17,0.37,
0.20,0.00,0.17,0.37,
0.21,0.00,0.17,0.37,
0.21,0.00,0.16,0.37,
0.21,0.00,0.16,0.37,
0.22,0.00,0.16,0.37,
0.22,0.00,0.15,0.37,
0.22,0.00,0.15,0.37,
0.22,0.00,0.15,0.37,
0.23,0.00,0.15,0.37,
0.23,0.00,0.14,0.37,
0.23,0.00,0.14,0.37,
0.24,0.00,0.14,0.37,
0.24,0.00,0.13,0.37,
0.24,0.00,0.13,0.37,
0.25,0.00,0.13,0.37,
0.25,0.00,0.12,0.37,
0.25,0.00,0.12,0.37,
0.26,0.00,0.12,0.37,
0.26,0.00,0.11,0.37,
0.26,0.00,0.11,0.37,
0.27,0.00,0.11,0.37,
0.27,0.00,0.10,0.37,
0.27,0.00,0.10,0.37,
0.27,0.00,0.10,0.36,
0.28,0.00,0.09,0.36,
0.28,0.01,0.09,0.36,
0.28,0.01,0.09,0.36,
0.29,0.01,0.08,0.36,
0.29,0.01,0.08,0.36,
0.29,0.01,0.08,0.36,
0.30,0.01,0.07,0.36,
0.30,0.01,0.07,0.36,
0.30,0.01,0.06,0.36,
0.31,0.01,0.06,0.35,
0.31,0.01,0.06,0.35,
0.31,0.02,0.05,0.35,
0.32,0.02,0.05,0.35,
0.32,0.02,0.05,0.35,
0.32,0.02,0.05,0.35,
0.33,0.02,0.04,0.34,
0.33,0.02,0.04,0.34,
0.33,0.03,0.04,0.34,
0.33,0.03,0.03,0.34,
0.34,0.03,0.03,0.34,
0.34,0.03,0.03,0.33,
0.34,0.03,0.02,0.33,
0.35,0.03,0.02,0.33,
0.35,0.04,0.02,0.33,
0.35,0.04,0.01,0.33,
0.36,0.04,0.01,0.32,
0.36,0.04,0.01,0.32,
0.36,0.05,0.00,0.32,
0.36,0.05,0.00,0.32,
0.37,0.05,0.00,0.31,
0.37,0.05,0.00,0.31,
0.37,0.06,0.00,0.31,
0.38,0.06,0.00,0.31,
0.38,0.06,0.00,0.30,
0.38,0.06,0.00,0.30,
0.38,0.06,0.00,0.30,
0.39,0.07,0.00,0.29,
0.39,0.07,0.00,0.29,
0.39,0.07,0.00,0.29,
0.39,0.08,0.00,0.29,
0.39,0.08,0.00,0.28,
0.40,0.08,0.00,0.28,
0.40,0.08,0.00,0.28,
0.40,0.09,0.00,0.27,
0.40,0.09,0.00,0.27,
0.40,0.09,0.00,0.27,
0.41,0.09,0.00,0.26,
0.41,0.10,0.00,0.26,
0.41,0.10,0.00,0.26,
0.41,0.10,0.00,0.25,
0.41,0.10,0.00,0.25,
0.41,0.11,0.00,0.25,
0.41,0.11,0.00,0.24,
0.42,0.11,0.00,0.24,
0.42,0.12,0.00,0.24,
0.42,0.12,0.00,0.23,
0.42,0.12,0.00,0.23,
0.42,0.12,0.00,0.22,
0.42,0.13,0.00,0.22,
0.42,0.13,0.00,0.22,
0.42,0.13,0.00,0.21,
0.42,0.14,0.00,0.21,
0.42,0.14,0.00,0.21,
0.42,0.14,0.00,0.20,
0.42,0.15,0.00,0.20,
0.43,0.15,0.00,0.19,
0.43,0.15,0.00,0.19,
0.43,0.16,0.00,0.19,
0.43,0.16,0.00,0.18,
0.43,0.16,0.00,0.18,
0.43,0.17,0.00,0.18,
0.43,0.17,0.00,0.17,
0.43,0.17,0.00,0.17,
0.43,0.18,0.00,0.16,
0.43,0.18,0.00,0.16,
0.43,0.18,0.00,0.16,
0.43,0.19,0.00,0.15,
0.43,0.19,0.00,0.15,
0.43,0.19,0.00,0.14,
0.43,0.20,0.00,0.14,
0.43,0.20,0.00,0.14,
0.43,0.20,0.00,0.13,
0.42,0.21,0.00,0.13,
0.42,0.21,0.00,0.12,
0.42,0.21,0.00,0.12,
0.42,0.22,0.00,0.12,
0.42,0.22,0.00,0.11,
0.42,0.22,0.00,0.11,
0.42,0.23,0.00,0.10,
0.42,0.23,0.00,0.10,
0.42,0.23,0.00,0.10,
0.42,0.24,0.00,0.09,
0.42,0.24,0.00,0.09,
0.42,0.25,0.00,0.08,
0.41,0.25,0.00,0.08,
0.41,0.25,0.00,0.08,
0.41,0.26,0.00,0.07,
0.41,0.26,0.00,0.07,
0.41,0.26,0.00,0.06,
0.41,0.27,0.00,0.06,
0.41,0.27,0.00,0.06,
0.40,0.28,0.00,0.05,
0.40,0.28,0.00,0.05,
0.40,0.28,0.00,0.04,
0.40,0.29,0.00,0.04,
0.40,0.29,0.00,0.04,
0.40,0.29,0.00,0.03,
0.39,0.30,0.00,0.03,
0.39,0.30,0.00,0.02,
0.39,0.31,0.00,0.02,
0.39,0.31,0.00,0.02,
0.39,0.31,0.00,0.01,
0.39,0.32,0.00,0.01,
0.38,0.32,0.00,0.00,
0.38,0.33,0.00,0.00,
0.38,0.33,0.00,0.00,
0.38,0.33,0.00,0.00,
0.37,0.34,0.00,0.00,
0.37,0.34,0.00,0.00,
0.37,0.35,0.00,0.00,
0.37,0.35,0.00,0.00,
0.36,0.35,0.00,0.00,
0.36,0.36,0.00,0.00,
0.36,0.36,0.00,0.00,
0.36,0.36,0.00,0.00,
0.35,0.37,0.00,0.00,
0.35,0.37,0.00,0.00,
0.35,0.37,0.00,0.00,
0.35,0.38,0.00,0.00,
0.34,0.38,0.00,0.00,
0.34,0.38,0.00,0.00,
0.34,0.39,0.00,0.00,
0.34,0.39,0.00,0.00,
0.33,0.39,0.00,0.00,
0.33,0.40,0.00,0.00,
0.33,0.40,0.00,0.00,
0.32,0.40,0.00,0.00,
0.32,0.41,0.00,0.00,
0.32,0.41,0.00,0.00,
0.32,0.41,0.00,0.00,
0.31,0.42,0.00,0.00,
0.31,0.42,0.01,0.00,
0.31,0.42,0.01,0.00,
0.30,0.42,0.01,0.00,
0.30,0.43,0.01,0.00,
0.30,0.43,0.02,0.00,
0.29,0.43,0.02,0.00,
0.29,0.43,0.02,0.00,
0.29,0.44,0.03,0.00,
0.28,0.44,0.03,0.00,
0.28,0.44,0.03,0.00,
0.28,0.44,0.03,0.00,
0.27,0.44,0.04,0.00,
0.27,0.45,0.04,0.00,
0.27,0.45,0.04,0.00,
0.26,0.45,0.05,0.00,
0.26,0.45,0.05,0.00,
0.25,0.45,0.05,0.00,
0.25,0.46,0.05,0.00,
0.25,0.46,0.06,0.00,
0.24,0.46,0.06,0.00,
0.24,0.46,0.06,0.00,
0.24,0.46,0.07,0.00,
0.23,0.46,0.07,0.00,
0.23,0.46,0.07,0.00,
0.22,0.46,0.08,0.00,
0.22,0.47,0.08,0.00,
0.22,0.47,0.08,0.00,
0.21,0.47,0.09,0.00,
0.21,0.47,0.09,0.00,
0.20,0.47,0.09,0.00,
0.20,0.47,0.10,0.00,
0.19,0.47,0.10,0.00,
0.19,0.47,0.10,0.00,
0.19,0.47,0.11,0.00,
0.18,0.47,0.11,0.00,
0.18,0.47,0.11,0.00,
0.17,0.47,0.12,0.00,
0.17,0.47,0.12,0.00,
0.16,0.47,0.13,0.00,
0.16,0.47,0.13,0.00,
0.16,0.47,0.13,0.00,
0.15,0.47,0.14,0.00,
0.15,0.47,0.14,0.00,
0.14,0.47,0.14,0.00,
0.14,0.47,0.15,0.00,
0.13,0.47,0.15,0.00,
0.13,0.47,0.16,0.00,
0.13,0.47,0.16,0.00,
0.12,0.47,0.16,0.00,
0.12,0.47,0.17,0.00,
0.11,0.47,0.17,0.00,
0.11,0.47,0.17,0.00,
0.10,0.47,0.18,0.00,
0.10,0.47,0.18,0.00,
0.10,0.47,0.19,0.00,
0.09,0.47,0.19,0.00,
0.09,0.46,0.19,0.00,
0.08,0.46,0.20,0.00,
0.08,0.46,0.20,0.00,
0.07,0.46,0.21,0.00,
0.07,0.46,0.21,0.00,
0.06,0.46,0.22,0.00,
0.06,0.46,0.22,0.00,
0.06,0.46,0.22,0.00,
0.05,0.45,0.23,0.00,
0.05,0.45,0.23,0.00,
0.04,0.45,0.24,0.00,
0.04,0.45,0.24,0.00,
0.03,0.45,0.24,0.00,
0.03,0.45,0.25,0.00,
0.02,0.44,0.25,0.00,
0.02,0.44,0.26,0.00,
0.02,0.44,0.26,0.00,
0.01,0.44,0.27,0.00,
0.01,0.44,0.27,0.00,
0.00,0.43,0.28,0.00,
0.00,0.43,0.28,0.00,
0.00,0.43,0.28,0.00,
0.00,0.43,0.29,0.00,
0.00,0.43,0.29,0.00,
0.00,0.42,0.30,0.00,
0.00,0.42,0.30,0.00,
0.00,0.42,0.31,0.00,
0.00,0.42,0.31,0.00,
0.00,0.41,0.31,0.00,
0.00,0.41,0.32,0.00,
0.00,0.41,0.32,0.00,
0.00,0.41,0.33,0.00,
0.00,0.40,0.33,0.00,
0.00,0.40,0.33,0.00,
0.00,0.40,0.34,0.00,
0.00,0.39,0.34,0.00,
0.00,0.39,0.34,0.00,
0.00,0.39,0.35,0.00,
0.00,0.39,0.35,0.00,
0.00,0.38,0.36,0.00,
0.00,0.38,0.36,0.00,
0.00,0.38,0.36,0.00,
0.00,0.37,0.37,0.00,
0.00,0.37,0.37,0.00,
0.00,0.37,0.37,0.00,
0.00,0.37,0.38,0.00,
0.00,0.36,0.38,0.00,
0.00,0.36,0.38,0.00,
0.00,0.36,0.39,0.00,
0.00,0.35,0.39,0.00,
0.00,0.35,0.39,0.00,
0.00,0.35,0.39,0.00,
0.00,0.34,0.40,0.00,
0.00,0.34,0.40,0.00,
0.00,0.34,0.40,0.00,
0.00,0.33,0.41,0.00,
0.00,0.33,0.41,0.00,
0.00,0.33,0.41,0.00,
0.00,0.32,0.42,0.00,
0.00,0.32,0.42,0.00,
0.00,0.32,0.42,0.00,
0.00,0.31,0.42,0.00,
0.00,0.31,0.43,0.00,
0.00,0.31,0.43,0.00,
0.00,0.30,0.43,0.00,
0.00,0.30,0.43,0.00,
0.00,0.30,0.44,0.00,
0.00,0.29,0.44,0.00,
0.00,0.29,0.44,0.00,
0.00,0.29,0.44,0.00,
0.00,0.28,0.45,0.00,
0.00,0.28,0.45,0.00,
0.00,0.27,0.45,0.00,
0.00,0.27,0.45,0.00,
0.00,0.27,0.45,0.00,
0.00,0.26,0.46,0.00,
0.00,0.26,0.46,0.00,
0.00,0.26,0.46,0.00,
0.00,0.25,0.46,0.00,
0.00,0.25,0.47,0.00,
0.00,0.25,0.47,0.01,
0.00,0.24,0.47,0.01,
0.00,0.24,0.47,0.01,
0.00,0.24,0.47,0.02,
0.00,0.23,0.47,0.02,
0.00,0.23,0.48,0.02,
0.00,0.22,0.48,0.03,
0.00,0.22,0.48,0.03,
0.00,0.22,0.48,0.03,
0.00,0.21,0.48,0.04,
0.00,0.21,0.48,0.04,
0.00,0.20,0.48,0.05,
0.00,0.20,0.49,0.05,
0.00,0.20,0.49,0.05,
0.00,0.19,0.49,0.06,
0.00,0.19,0.49,0.06,
0.00,0.18,0.49,0.06,
0.00,0.18,0.49,0.07,
0.00,0.18,0.49,0.07,
0.00,0.17,0.49,0.08,
0.00,0.17,0.49,0.08,
0.00,0.16,0.49,0.08,
0.00,0.16,0.49,0.09,
0.00,0.16,0.49,0.09,
0.00,0.15,0.49,0.09,
0.00,0.15,0.49,0.10,
0.00,0.14,0.49,0.10,
0.00,0.14,0.49,0.11,
0.00,0.13,0.49,0.11,
0.00,0.13,0.49,0.11,
0.00,0.12,0.49,0.12,
0.00,0.12,0.49,0.12,
0.00,0.12,0.49,0.13,
0.00,0.11,0.49,0.13,
0.00,0.11,0.49,0.14,
0.00,0.10,0.49,0.14,
0.00,0.10,0.49,0.14,
0.00,0.09,0.49,0.15,
0.00,0.09,0.49,0.15,
0.00,0.08,0.49,0.16,
0.00,0.08,0.49,0.16,
0.00,0.08,0.49,0.17,
0.00,0.07,0.48,0.17,
0.00,0.07,0.48,0.17,
0.00,0.06,0.48,0.18,
0.00,0.06,0.48,0.18,
0.00,0.05,0.48,0.19,
0.00,0.05,0.48,0.19,
0.00,0.04,0.48,0.20,
0.00,0.04,0.47,0.20,
0.00,0.04,0.47,0.20,
0.00,0.03,0.47,0.21,
0.00,0.03,0.47,0.21,
0.00,0.02,0.47,0.22,
0.00,0.02,0.47,0.22,
0.00,0.01,0.46,0.23,
0.00,0.01,0.46,0.23,
